subject_id	specimen	abbreviation	full_name	parent	type_of_match	existing_cl_id	rank	cl_id	cl_label	score	hint_bonus	matched	contradictions	gaps	disqualified	note
SOULCAP:SC000049		CD56+ TCRab	CD56+ alpha/beta T cell	TCRab	Exact		1	CL:0002467	Gr1-high myeloid suppressor cell	7	1	CD45+, CD11C:not:high (1 of 2 alt.)		CD14-/CD33-/CD64- (no axiom on any alt.), CD19-/CD20- (no axiom on any alt.), CD123-, CD3+, TCRAB+/TCRGD- (no axiom on any alt.), CD56+, CD15-/CD66B- (no axiom on any alt.), CD16-	no	
SOULCAP:SC000049		CD56+ TCRab	CD56+ alpha/beta T cell	TCRab	Exact		2	CL:0000097	mast cell	5	1	CD123-		CD14-/CD33-/CD64- (no axiom on any alt.), CD19-/CD20- (no axiom on any alt.), CD45+, CD3+, TCRAB+/TCRGD- (no axiom on any alt.), CD56+, HLA-DR:not:positive/CD11C:not:high (no axiom on any alt.), CD15-/CD66B- (no axiom on any alt.), CD16-	no	
SOULCAP:SC000049		CD56+ TCRab	CD56+ alpha/beta T cell	TCRab	Exact		3	CL:0000484	connective tissue type mast cell	5	1	CD123-		CD14-/CD33-/CD64- (no axiom on any alt.), CD19-/CD20- (no axiom on any alt.), CD45+, CD3+, TCRAB+/TCRGD- (no axiom on any alt.), CD56+, HLA-DR:not:positive/CD11C:not:high (no axiom on any alt.), CD15-/CD66B- (no axiom on any alt.), CD16-	no	
SOULCAP:SC000050		CD56+ CD4+ TCRab	CD56+ CD4+ alpha/beta T cell	CD4+ TCRab T cell	Exact		1	CL:0000895	naive thymus-derived CD4-positive, alpha-beta T cell	13	1	CD45+, CD4+, CD8-		CD14-/CD33-/CD64- (no axiom on any alt.), CD19-/CD20- (no axiom on any alt.), CD123-, CD3+, TCRAB+/TCRGD- (no axiom on any alt.), CD56+, HLA-DR:not:positive/CD11C:not:high (no axiom on any alt.), CD15-/CD66B- (no axiom on any alt.), CD16-	no	
SOULCAP:SC000050		CD56+ CD4+ TCRab	CD56+ CD4+ alpha/beta T cell	CD4+ TCRab T cell	Exact		2	CL:0001044	effector CD4-positive, alpha-beta T cell	13	1	CD45+, CD4+, CD8-		CD14-/CD33-/CD64- (no axiom on any alt.), CD19-/CD20- (no axiom on any alt.), CD123-, CD3+, TCRAB+/TCRGD- (no axiom on any alt.), CD56+, HLA-DR:not:positive/CD11C:not:high (no axiom on any alt.), CD15-/CD66B- (no axiom on any alt.), CD16-	no	
SOULCAP:SC000050		CD56+ CD4+ TCRab	CD56+ CD4+ alpha/beta T cell	CD4+ TCRab T cell	Exact		3	CL:0001046	memory CCR4-positive regulatory T cell	13	1	CD45+, CD4+, CD8-		CD14-/CD33-/CD64- (no axiom on any alt.), CD19-/CD20- (no axiom on any alt.), CD123-, CD3+, TCRAB+/TCRGD- (no axiom on any alt.), CD56+, HLA-DR:not:positive/CD11C:not:high (no axiom on any alt.), CD15-/CD66B- (no axiom on any alt.), CD16-	no	
SOULCAP:SC000051		CD56+ CD8+ TCRab	CD56+ CD8+ alpha/beta T cell	CD8+ TCRab T cell	Exact		1	CL:0000900	naive thymus-derived CD8-positive, alpha-beta T cell	13	1	CD45+, CD4-, CD8+		CD14-/CD33-/CD64- (no axiom on any alt.), CD19-/CD20- (no axiom on any alt.), CD123-, CD3+, TCRAB+/TCRGD- (no axiom on any alt.), CD56+, HLA-DR:not:positive/CD11C:not:high (no axiom on any alt.), CD15-/CD66B- (no axiom on any alt.), CD16-	no	
SOULCAP:SC000051		CD56+ CD8+ TCRab	CD56+ CD8+ alpha/beta T cell	CD8+ TCRab T cell	Exact		2	CL:0001050	effector CD8-positive, alpha-beta T cell	13	1	CD45+, CD4-, CD8+		CD14-/CD33-/CD64- (no axiom on any alt.), CD19-/CD20- (no axiom on any alt.), CD123-, CD3+, TCRAB+/TCRGD- (no axiom on any alt.), CD56+, HLA-DR:not:positive/CD11C:not:high (no axiom on any alt.), CD15-/CD66B- (no axiom on any alt.), CD16-	no	
SOULCAP:SC000051		CD56+ CD8+ TCRab	CD56+ CD8+ alpha/beta T cell	CD8+ TCRab T cell	Exact		3	CL:0001203	CD8-positive, alpha-beta memory T cell, CD45RO-positive	13	1	CD45+, CD4-, CD8+		CD14-/CD33-/CD64- (no axiom on any alt.), CD19-/CD20- (no axiom on any alt.), CD123-, CD3+, TCRAB+/TCRGD- (no axiom on any alt.), CD56+, HLA-DR:not:positive/CD11C:not:high (no axiom on any alt.), CD15-/CD66B- (no axiom on any alt.), CD16-	no	
SOULCAP:SC000052		CD56+ CD4+/CD8+ TCRab	CD56+ CD4+/CD8+ alpha/beta T cell	CD4+/CD8+ TCRab T cell	Exact		1	CL:0002039	immature NK T cell stage I, mouse	9	1	CD4+ (dim), CD8+ (dim)		CD14-/CD33-/CD64- (no axiom on any alt.), CD19-/CD20- (no axiom on any alt.), CD123-, CD45+, CD3+, TCRAB+/TCRGD- (no axiom on any alt.), CD56+, HLA-DR:not:positive/CD11C:not:high (no axiom on any alt.), CD15-/CD66B- (no axiom on any alt.), CD16-	no	
SOULCAP:SC000052		CD56+ CD4+/CD8+ TCRab	CD56+ CD4+/CD8+ alpha/beta T cell	CD4+/CD8+ TCRab T cell	Exact		2	CL:0000809	double-positive, alpha-beta thymocyte	8	0	CD4+, CD8+		CD14-/CD33-/CD64- (no axiom on any alt.), CD19-/CD20- (no axiom on any alt.), CD123-, CD45+, CD3+, TCRAB+/TCRGD- (no axiom on any alt.), CD56+, HLA-DR:not:positive/CD11C:not:high (no axiom on any alt.), CD15-/CD66B- (no axiom on any alt.), CD16-	no	
SOULCAP:SC000052		CD56+ CD4+/CD8+ TCRab	CD56+ CD4+/CD8+ alpha/beta T cell	CD4+/CD8+ TCRab T cell	Exact		3	CL:0002427	resting double-positive thymocyte	8	0	CD4+, CD8+		CD14-/CD33-/CD64- (no axiom on any alt.), CD19-/CD20- (no axiom on any alt.), CD123-, CD45+, CD3+, TCRAB+/TCRGD- (no axiom on any alt.), CD56+, HLA-DR:not:positive/CD11C:not:high (no axiom on any alt.), CD15-/CD66B- (no axiom on any alt.), CD16-	no	
SOULCAP:SC000053		CD56+ CD4-/CD8- TCRab	CD56+ CD4-/CD8- alpha/beta T cell	CD4-/CD8- TCRab T cell	Exact		1	CL:0000803	CD4-negative CD8-negative gamma-delta intraepithelial T cell	10	2	CD4-, CD8-		CD14-/CD33-/CD64- (no axiom on any alt.), CD19-/CD20- (no axiom on any alt.), CD123-, CD45+, CD3+, TCRAB+/TCRGD- (no axiom on any alt.), CD56+, HLA-DR:not:positive/CD11C:not:high (no axiom on any alt.), CD15-/CD66B- (no axiom on any alt.), CD16-	no	
SOULCAP:SC000053		CD56+ CD4-/CD8- TCRab	CD56+ CD4-/CD8- alpha/beta T cell	CD4-/CD8- TCRab T cell	Exact		2	CL:0000924	CD4-negative, CD8-negative type I NK T cell	10	2	CD4-, CD8-		CD14-/CD33-/CD64- (no axiom on any alt.), CD19-/CD20- (no axiom on any alt.), CD123-, CD45+, CD3+, TCRAB+/TCRGD- (no axiom on any alt.), CD56+, HLA-DR:not:positive/CD11C:not:high (no axiom on any alt.), CD15-/CD66B- (no axiom on any alt.), CD16-	no	
SOULCAP:SC000053		CD56+ CD4-/CD8- TCRab	CD56+ CD4-/CD8- alpha/beta T cell	CD4-/CD8- TCRab T cell	Exact		3	CL:0000928	activated CD4-negative, CD8-negative type I NK T cell	10	2	CD4-, CD8-		CD14-/CD33-/CD64- (no axiom on any alt.), CD19-/CD20- (no axiom on any alt.), CD123-, CD45+, CD3+, TCRAB+/TCRGD- (no axiom on any alt.), CD56+, HLA-DR:not:positive/CD11C:not:high (no axiom on any alt.), CD15-/CD66B- (no axiom on any alt.), CD16-	no	
SOULCAP:SC000054		CD56+ TCRgd	CD56+ gamma/delta T cell	TCRgd	Exact		1	CL:0002467	Gr1-high myeloid suppressor cell	7	1	CD45+, CD11C:not:high (1 of 2 alt.)		CD14-/CD33-/CD64- (no axiom on any alt.), CD19-/CD20- (no axiom on any alt.), CD123-, CD3+, TCRAB-/TCRGD+ (no axiom on any alt.), CD56+, CD15-/CD66B- (no axiom on any alt.), CD16-	no	
SOULCAP:SC000054		CD56+ TCRgd	CD56+ gamma/delta T cell	TCRgd	Exact		2	CL:0000097	mast cell	5	1	CD123-		CD14-/CD33-/CD64- (no axiom on any alt.), CD19-/CD20- (no axiom on any alt.), CD45+, CD3+, TCRAB-/TCRGD+ (no axiom on any alt.), CD56+, HLA-DR:not:positive/CD11C:not:high (no axiom on any alt.), CD15-/CD66B- (no axiom on any alt.), CD16-	no	
SOULCAP:SC000054		CD56+ TCRgd	CD56+ gamma/delta T cell	TCRgd	Exact		3	CL:0000484	connective tissue type mast cell	5	1	CD123-		CD14-/CD33-/CD64- (no axiom on any alt.), CD19-/CD20- (no axiom on any alt.), CD45+, CD3+, TCRAB-/TCRGD+ (no axiom on any alt.), CD56+, HLA-DR:not:positive/CD11C:not:high (no axiom on any alt.), CD15-/CD66B- (no axiom on any alt.), CD16-	no	
SOULCAP:SC000055		CD56+ CD4+ TCRgd	CD56+ CD4+ gamma/delta T cell	CD4+ TCRgd T cell	Exact		1	CL:0000895	naive thymus-derived CD4-positive, alpha-beta T cell	13	1	CD45+, CD4+, CD8-		CD14-/CD33-/CD64- (no axiom on any alt.), CD19-/CD20- (no axiom on any alt.), CD123-, CD3+, TCRAB-/TCRGD+ (no axiom on any alt.), CD56+, HLA-DR:not:positive/CD11C:not:high (no axiom on any alt.), CD15-/CD66B- (no axiom on any alt.), CD16-	no	
SOULCAP:SC000055		CD56+ CD4+ TCRgd	CD56+ CD4+ gamma/delta T cell	CD4+ TCRgd T cell	Exact		2	CL:0001044	effector CD4-positive, alpha-beta T cell	13	1	CD45+, CD4+, CD8-		CD14-/CD33-/CD64- (no axiom on any alt.), CD19-/CD20- (no axiom on any alt.), CD123-, CD3+, TCRAB-/TCRGD+ (no axiom on any alt.), CD56+, HLA-DR:not:positive/CD11C:not:high (no axiom on any alt.), CD15-/CD66B- (no axiom on any alt.), CD16-	no	
SOULCAP:SC000055		CD56+ CD4+ TCRgd	CD56+ CD4+ gamma/delta T cell	CD4+ TCRgd T cell	Exact		3	CL:0001046	memory CCR4-positive regulatory T cell	13	1	CD45+, CD4+, CD8-		CD14-/CD33-/CD64- (no axiom on any alt.), CD19-/CD20- (no axiom on any alt.), CD123-, CD3+, TCRAB-/TCRGD+ (no axiom on any alt.), CD56+, HLA-DR:not:positive/CD11C:not:high (no axiom on any alt.), CD15-/CD66B- (no axiom on any alt.), CD16-	no	
SOULCAP:SC000056		CD56+ CD8+ TCRgd	CD56+ CD8+ gamma/delta T cell	CD8+ TCRgd T cell	Exact		1	CL:0000900	naive thymus-derived CD8-positive, alpha-beta T cell	13	1	CD45+, CD4-, CD8+		CD14-/CD33-/CD64- (no axiom on any alt.), CD19-/CD20- (no axiom on any alt.), CD123-, CD3+, TCRAB-/TCRGD+ (no axiom on any alt.), CD56+, HLA-DR:not:positive/CD11C:not:high (no axiom on any alt.), CD15-/CD66B- (no axiom on any alt.), CD16-	no	
SOULCAP:SC000056		CD56+ CD8+ TCRgd	CD56+ CD8+ gamma/delta T cell	CD8+ TCRgd T cell	Exact		2	CL:0001050	effector CD8-positive, alpha-beta T cell	13	1	CD45+, CD4-, CD8+		CD14-/CD33-/CD64- (no axiom on any alt.), CD19-/CD20- (no axiom on any alt.), CD123-, CD3+, TCRAB-/TCRGD+ (no axiom on any alt.), CD56+, HLA-DR:not:positive/CD11C:not:high (no axiom on any alt.), CD15-/CD66B- (no axiom on any alt.), CD16-	no	
SOULCAP:SC000056		CD56+ CD8+ TCRgd	CD56+ CD8+ gamma/delta T cell	CD8+ TCRgd T cell	Exact		3	CL:0001203	CD8-positive, alpha-beta memory T cell, CD45RO-positive	13	1	CD45+, CD4-, CD8+		CD14-/CD33-/CD64- (no axiom on any alt.), CD19-/CD20- (no axiom on any alt.), CD123-, CD3+, TCRAB-/TCRGD+ (no axiom on any alt.), CD56+, HLA-DR:not:positive/CD11C:not:high (no axiom on any alt.), CD15-/CD66B- (no axiom on any alt.), CD16-	no	
SOULCAP:SC000057		CD56+ CD4+/CD8+ TCRgd	CD56+ CD4+/CD8+ gamma/delta T cell	CD4+/CD8+ TCRgd	Exact		1	CL:0002039	immature NK T cell stage I, mouse	9	1	CD4+ (dim), CD8+ (dim)		CD14-/CD33-/CD64- (no axiom on any alt.), CD19-/CD20- (no axiom on any alt.), CD123-, CD45+, CD3+, TCRAB-/TCRGD+ (no axiom on any alt.), CD56+, HLA-DR:not:positive/CD11C:not:high (no axiom on any alt.), CD15-/CD66B- (no axiom on any alt.), CD16-	no	
SOULCAP:SC000057		CD56+ CD4+/CD8+ TCRgd	CD56+ CD4+/CD8+ gamma/delta T cell	CD4+/CD8+ TCRgd	Exact		2	CL:0000809	double-positive, alpha-beta thymocyte	8	0	CD4+, CD8+		CD14-/CD33-/CD64- (no axiom on any alt.), CD19-/CD20- (no axiom on any alt.), CD123-, CD45+, CD3+, TCRAB-/TCRGD+ (no axiom on any alt.), CD56+, HLA-DR:not:positive/CD11C:not:high (no axiom on any alt.), CD15-/CD66B- (no axiom on any alt.), CD16-	no	
SOULCAP:SC000057		CD56+ CD4+/CD8+ TCRgd	CD56+ CD4+/CD8+ gamma/delta T cell	CD4+/CD8+ TCRgd	Exact		3	CL:0002427	resting double-positive thymocyte	8	0	CD4+, CD8+		CD14-/CD33-/CD64- (no axiom on any alt.), CD19-/CD20- (no axiom on any alt.), CD123-, CD45+, CD3+, TCRAB-/TCRGD+ (no axiom on any alt.), CD56+, HLA-DR:not:positive/CD11C:not:high (no axiom on any alt.), CD15-/CD66B- (no axiom on any alt.), CD16-	no	
SOULCAP:SC000058		CD56+ CD8-/CD8- TCRgd	CD56+ CD8-/CD8- gamma/delta T cell	CD4-/CD8- TCRgd	Exact		1	CL:0000803	CD4-negative CD8-negative gamma-delta intraepithelial T cell	11	3	CD4-, CD8-		CD14-/CD33-/CD64- (no axiom on any alt.), CD19-/CD20- (no axiom on any alt.), CD123-, CD45+, CD3+, TCRAB-/TCRGD+ (no axiom on any alt.), CD56+, HLA-DR:not:positive/CD11C:not:high (no axiom on any alt.), CD15-/CD66B- (no axiom on any alt.), CD16-	no	
SOULCAP:SC000058		CD56+ CD8-/CD8- TCRgd	CD56+ CD8-/CD8- gamma/delta T cell	CD4-/CD8- TCRgd	Exact		2	CL:0000924	CD4-negative, CD8-negative type I NK T cell	11	3	CD4-, CD8-		CD14-/CD33-/CD64- (no axiom on any alt.), CD19-/CD20- (no axiom on any alt.), CD123-, CD45+, CD3+, TCRAB-/TCRGD+ (no axiom on any alt.), CD56+, HLA-DR:not:positive/CD11C:not:high (no axiom on any alt.), CD15-/CD66B- (no axiom on any alt.), CD16-	no	
SOULCAP:SC000058		CD56+ CD8-/CD8- TCRgd	CD56+ CD8-/CD8- gamma/delta T cell	CD4-/CD8- TCRgd	Exact		3	CL:0000928	activated CD4-negative, CD8-negative type I NK T cell	11	3	CD4-, CD8-		CD14-/CD33-/CD64- (no axiom on any alt.), CD19-/CD20- (no axiom on any alt.), CD123-, CD45+, CD3+, TCRAB-/TCRGD+ (no axiom on any alt.), CD56+, HLA-DR:not:positive/CD11C:not:high (no axiom on any alt.), CD15-/CD66B- (no axiom on any alt.), CD16-	no	
SOULCAP:SC000059		iNKT	Invariant Natural Killer T cell	T cell	Exact											invalid expression in Required phenotypic markers: mixed '|' and space in a group
SOULCAP:SC000060		TCRab	alpha/beta T cell	T cell	Exact		1	CL:0002467	Gr1-high myeloid suppressor cell	7	1	CD45+, CD11C:not:high (1 of 2 alt.)		CD14-/CD33-/CD64- (no axiom on any alt.), CD19-/CD20- (no axiom on any alt.), CD123-, CD3+, TCRAB+/TCRGD- (no axiom on any alt.), CD15-/CD66B- (no axiom on any alt.), CD16-	no	
SOULCAP:SC000060		TCRab	alpha/beta T cell	T cell	Exact		2	CL:0000097	mast cell	5	1	CD123-		CD14-/CD33-/CD64- (no axiom on any alt.), CD19-/CD20- (no axiom on any alt.), CD45+, CD3+, TCRAB+/TCRGD- (no axiom on any alt.), HLA-DR:not:positive/CD11C:not:high (no axiom on any alt.), CD15-/CD66B- (no axiom on any alt.), CD16-	no	
SOULCAP:SC000060		TCRab	alpha/beta T cell	T cell	Exact		3	CL:0000484	connective tissue type mast cell	5	1	CD123-		CD14-/CD33-/CD64- (no axiom on any alt.), CD19-/CD20- (no axiom on any alt.), CD45+, CD3+, TCRAB+/TCRGD- (no axiom on any alt.), HLA-DR:not:positive/CD11C:not:high (no axiom on any alt.), CD15-/CD66B- (no axiom on any alt.), CD16-	no	
SOULCAP:SC000061		TCRgd	gamma/delta T cell	T cell	Exact		1	CL:0002467	Gr1-high myeloid suppressor cell	7	1	CD45+, CD11C:not:high (1 of 2 alt.)		CD14-/CD33-/CD64- (no axiom on any alt.), CD19-/CD20- (no axiom on any alt.), CD123-, CD3+, TCRAB-/TCRGD+ (no axiom on any alt.), CD15-/CD66B- (no axiom on any alt.), CD16-	no	
SOULCAP:SC000061		TCRgd	gamma/delta T cell	T cell	Exact		2	CL:0000097	mast cell	5	1	CD123-		CD14-/CD33-/CD64- (no axiom on any alt.), CD19-/CD20- (no axiom on any alt.), CD45+, CD3+, TCRAB-/TCRGD+ (no axiom on any alt.), HLA-DR:not:positive/CD11C:not:high (no axiom on any alt.), CD15-/CD66B- (no axiom on any alt.), CD16-	no	
SOULCAP:SC000061		TCRgd	gamma/delta T cell	T cell	Exact		3	CL:0000484	connective tissue type mast cell	5	1	CD123-		CD14-/CD33-/CD64- (no axiom on any alt.), CD19-/CD20- (no axiom on any alt.), CD45+, CD3+, TCRAB-/TCRGD+ (no axiom on any alt.), HLA-DR:not:positive/CD11C:not:high (no axiom on any alt.), CD15-/CD66B- (no axiom on any alt.), CD16-	no	
SOULCAP:SC000062		CD4+ T cell	alpha/beta and gamma/delta CD4+ T cells	T cell	Exact		1	CL:0000895	naive thymus-derived CD4-positive, alpha-beta T cell	13	1	CD45+, CD4+, CD8-		CD14-/CD33-/CD64- (no axiom on any alt.), CD19-/CD20- (no axiom on any alt.), CD123-, CD3+, HLA-DR:not:positive/CD11C:not:high (no axiom on any alt.), CD15-/CD66B- (no axiom on any alt.), CD16-	no	
SOULCAP:SC000062		CD4+ T cell	alpha/beta and gamma/delta CD4+ T cells	T cell	Exact		2	CL:0001044	effector CD4-positive, alpha-beta T cell	13	1	CD45+, CD4+, CD8-		CD14-/CD33-/CD64- (no axiom on any alt.), CD19-/CD20- (no axiom on any alt.), CD123-, CD3+, HLA-DR:not:positive/CD11C:not:high (no axiom on any alt.), CD15-/CD66B- (no axiom on any alt.), CD16-	no	
SOULCAP:SC000062		CD4+ T cell	alpha/beta and gamma/delta CD4+ T cells	T cell	Exact		3	CL:0001046	memory CCR4-positive regulatory T cell	13	1	CD45+, CD4+, CD8-		CD14-/CD33-/CD64- (no axiom on any alt.), CD19-/CD20- (no axiom on any alt.), CD123-, CD3+, HLA-DR:not:positive/CD11C:not:high (no axiom on any alt.), CD15-/CD66B- (no axiom on any alt.), CD16-	no	
SOULCAP:SC000063		CD8+ T cell	alpha/beta and gamma/delta CD8+ T cells	T cell	Exact		1	CL:0000900	naive thymus-derived CD8-positive, alpha-beta T cell	13	1	CD45+, CD4-, CD8+		CD14-/CD33-/CD64- (no axiom on any alt.), CD19-/CD20- (no axiom on any alt.), CD123-, CD3+, HLA-DR:not:positive/CD11C:not:high (no axiom on any alt.), CD15-/CD66B- (no axiom on any alt.), CD16-	no	
SOULCAP:SC000063		CD8+ T cell	alpha/beta and gamma/delta CD8+ T cells	T cell	Exact		2	CL:0001050	effector CD8-positive, alpha-beta T cell	13	1	CD45+, CD4-, CD8+		CD14-/CD33-/CD64- (no axiom on any alt.), CD19-/CD20- (no axiom on any alt.), CD123-, CD3+, HLA-DR:not:positive/CD11C:not:high (no axiom on any alt.), CD15-/CD66B- (no axiom on any alt.), CD16-	no	
SOULCAP:SC000063		CD8+ T cell	alpha/beta and gamma/delta CD8+ T cells	T cell	Exact		3	CL:0001203	CD8-positive, alpha-beta memory T cell, CD45RO-positive	13	1	CD45+, CD4-, CD8+		CD14-/CD33-/CD64- (no axiom on any alt.), CD19-/CD20- (no axiom on any alt.), CD123-, CD3+, HLA-DR:not:positive/CD11C:not:high (no axiom on any alt.), CD15-/CD66B- (no axiom on any alt.), CD16-	no	
SOULCAP:SC000064		CD4+/CD8+ T cell	alpha/beta and gamma/delta CD4+ and CD8+ T cells	T cell	Exact		1	CL:0002039	immature NK T cell stage I, mouse	9	1	CD4+ (dim), CD8+ (dim)		CD14-/CD33-/CD64- (no axiom on any alt.), CD19-/CD20- (no axiom on any alt.), CD123-, CD45+, CD3+, HLA-DR:not:positive/CD11C:not:high (no axiom on any alt.), CD15-/CD66B- (no axiom on any alt.), CD16-	no	
SOULCAP:SC000064		CD4+/CD8+ T cell	alpha/beta and gamma/delta CD4+ and CD8+ T cells	T cell	Exact		2	CL:0000809	double-positive, alpha-beta thymocyte	8	0	CD4+, CD8+		CD14-/CD33-/CD64- (no axiom on any alt.), CD19-/CD20- (no axiom on any alt.), CD123-, CD45+, CD3+, HLA-DR:not:positive/CD11C:not:high (no axiom on any alt.), CD15-/CD66B- (no axiom on any alt.), CD16-	no	
SOULCAP:SC000064		CD4+/CD8+ T cell	alpha/beta and gamma/delta CD4+ and CD8+ T cells	T cell	Exact		3	CL:0002427	resting double-positive thymocyte	8	0	CD4+, CD8+		CD14-/CD33-/CD64- (no axiom on any alt.), CD19-/CD20- (no axiom on any alt.), CD123-, CD45+, CD3+, HLA-DR:not:positive/CD11C:not:high (no axiom on any alt.), CD15-/CD66B- (no axiom on any alt.), CD16-	no	
SOULCAP:SC000065		CD4-/CD8- T cell	alpha/beta and gamma/delta CD4- and CD8- T cells	T cell	Exact		1	CL:0000803	CD4-negative CD8-negative gamma-delta intraepithelial T cell	11	3	CD4-, CD8-		CD14-/CD33-/CD64- (no axiom on any alt.), CD19-/CD20- (no axiom on any alt.), CD123-, CD45+, CD3+, HLA-DR:not:positive/CD11C:not:high (no axiom on any alt.), CD15-/CD66B- (no axiom on any alt.), CD16-	no	
SOULCAP:SC000065		CD4-/CD8- T cell	alpha/beta and gamma/delta CD4- and CD8- T cells	T cell	Exact		2	CL:0000924	CD4-negative, CD8-negative type I NK T cell	11	3	CD4-, CD8-		CD14-/CD33-/CD64- (no axiom on any alt.), CD19-/CD20- (no axiom on any alt.), CD123-, CD45+, CD3+, HLA-DR:not:positive/CD11C:not:high (no axiom on any alt.), CD15-/CD66B- (no axiom on any alt.), CD16-	no	
SOULCAP:SC000065		CD4-/CD8- T cell	alpha/beta and gamma/delta CD4- and CD8- T cells	T cell	Exact		3	CL:0000928	activated CD4-negative, CD8-negative type I NK T cell	11	3	CD4-, CD8-		CD14-/CD33-/CD64- (no axiom on any alt.), CD19-/CD20- (no axiom on any alt.), CD123-, CD45+, CD3+, HLA-DR:not:positive/CD11C:not:high (no axiom on any alt.), CD15-/CD66B- (no axiom on any alt.), CD16-	no	
SOULCAP:SC000066		CD4+ TCRab T cell	CD4+ alpha/beta T cell	TCRab	Exact		1	CL:0000895	naive thymus-derived CD4-positive, alpha-beta T cell	13	1	CD45+, CD4+, CD8-		CD14-/CD33-/CD64- (no axiom on any alt.), CD19-/CD20- (no axiom on any alt.), CD123-, CD3+, TCRAB+/TCRGD- (no axiom on any alt.), HLA-DR:not:positive/CD11C:not:high (no axiom on any alt.), CD15-/CD66B- (no axiom on any alt.), CD16-	no	
SOULCAP:SC000066		CD4+ TCRab T cell	CD4+ alpha/beta T cell	TCRab	Exact		2	CL:0001044	effector CD4-positive, alpha-beta T cell	13	1	CD45+, CD4+, CD8-		CD14-/CD33-/CD64- (no axiom on any alt.), CD19-/CD20- (no axiom on any alt.), CD123-, CD3+, TCRAB+/TCRGD- (no axiom on any alt.), HLA-DR:not:positive/CD11C:not:high (no axiom on any alt.), CD15-/CD66B- (no axiom on any alt.), CD16-	no	
SOULCAP:SC000066		CD4+ TCRab T cell	CD4+ alpha/beta T cell	TCRab	Exact		3	CL:0001046	memory CCR4-positive regulatory T cell	13	1	CD45+, CD4+, CD8-		CD14-/CD33-/CD64- (no axiom on any alt.), CD19-/CD20- (no axiom on any alt.), CD123-, CD3+, TCRAB+/TCRGD- (no axiom on any alt.), HLA-DR:not:positive/CD11C:not:high (no axiom on any alt.), CD15-/CD66B- (no axiom on any alt.), CD16-	no	
SOULCAP:SC000067		CD8+ TCRab T cell	CD8+ alpha/beta T cell	TCRab	Exact		1	CL:0000900	naive thymus-derived CD8-positive, alpha-beta T cell	13	1	CD45+, CD4-, CD8+		CD14-/CD33-/CD64- (no axiom on any alt.), CD19-/CD20- (no axiom on any alt.), CD123-, CD3+, TCRAB+/TCRGD- (no axiom on any alt.), HLA-DR:not:positive/CD11C:not:high (no axiom on any alt.), CD15-/CD66B- (no axiom on any alt.), CD16-	no	
SOULCAP:SC000067		CD8+ TCRab T cell	CD8+ alpha/beta T cell	TCRab	Exact		2	CL:0001050	effector CD8-positive, alpha-beta T cell	13	1	CD45+, CD4-, CD8+		CD14-/CD33-/CD64- (no axiom on any alt.), CD19-/CD20- (no axiom on any alt.), CD123-, CD3+, TCRAB+/TCRGD- (no axiom on any alt.), HLA-DR:not:positive/CD11C:not:high (no axiom on any alt.), CD15-/CD66B- (no axiom on any alt.), CD16-	no	
SOULCAP:SC000067		CD8+ TCRab T cell	CD8+ alpha/beta T cell	TCRab	Exact		3	CL:0001203	CD8-positive, alpha-beta memory T cell, CD45RO-positive	13	1	CD45+, CD4-, CD8+		CD14-/CD33-/CD64- (no axiom on any alt.), CD19-/CD20- (no axiom on any alt.), CD123-, CD3+, TCRAB+/TCRGD- (no axiom on any alt.), HLA-DR:not:positive/CD11C:not:high (no axiom on any alt.), CD15-/CD66B- (no axiom on any alt.), CD16-	no	
SOULCAP:SC000068		CD4+/CD8+ TCRab T cell	CD4+ and CD8+ alpha/beta T cell	TCRab	Exact		1	CL:0002039	immature NK T cell stage I, mouse	9	1	CD4+ (dim), CD8+ (dim)		CD14-/CD33-/CD64- (no axiom on any alt.), CD19-/CD20- (no axiom on any alt.), CD123-, CD45+, CD3+, TCRAB+/TCRGD- (no axiom on any alt.), HLA-DR:not:positive/CD11C:not:high (no axiom on any alt.), CD15-/CD66B- (no axiom on any alt.), CD16-	no	
SOULCAP:SC000068		CD4+/CD8+ TCRab T cell	CD4+ and CD8+ alpha/beta T cell	TCRab	Exact		2	CL:0000809	double-positive, alpha-beta thymocyte	8	0	CD4+, CD8+		CD14-/CD33-/CD64- (no axiom on any alt.), CD19-/CD20- (no axiom on any alt.), CD123-, CD45+, CD3+, TCRAB+/TCRGD- (no axiom on any alt.), HLA-DR:not:positive/CD11C:not:high (no axiom on any alt.), CD15-/CD66B- (no axiom on any alt.), CD16-	no	
SOULCAP:SC000068		CD4+/CD8+ TCRab T cell	CD4+ and CD8+ alpha/beta T cell	TCRab	Exact		3	CL:0002427	resting double-positive thymocyte	8	0	CD4+, CD8+		CD14-/CD33-/CD64- (no axiom on any alt.), CD19-/CD20- (no axiom on any alt.), CD123-, CD45+, CD3+, TCRAB+/TCRGD- (no axiom on any alt.), HLA-DR:not:positive/CD11C:not:high (no axiom on any alt.), CD15-/CD66B- (no axiom on any alt.), CD16-	no	
